Hour	Fe	CaO	SiO2	MgO	MnO	Al2O3	Tonnes
3414	32.7	6.39	6.68	3.57	2.40	1.52	270
3415	32.69	8.53	3.88	3.87	2.48	0.88	364
3416	31.39	9.59	4.02	3.89	2.40	0.92	324
3417	32.29	8.72	3.82	3.99	2.40	0.92	284
3418	31.88	8.88	3.57	4.13	2.32	0.86	56
3419	33.6	7.53	3.68	3.78	2.38	0.76	144
3420	30.63	11.08	2.27	4.62	2.30	0.44	240
3421	30.16	11.44	2.13	4.81	2.27	0.46	245
3422	26.94	14.36	2.31	5.13	2.12	0.58	275
3423	31.89	9.89	2.41	4.21	2.40	0.62	234
3424	29.96	11.51	2.63	4.51	2.26	0.52	238
3425	29.97	11.84	2.57	4.38	2.30	0.53	127
3426	28.71	12.54	3.12	4.62	2.22	0.65	131
3427	30.23	10.74	3.7	4.21	2.39	0.92	247
3428	30.12	10.94	3.78	4.21	2.45	0.77	360
3429	29.18	9.92	6.16	4.09	2.39	1.33	171
3430	30.19	11.93	1.78	4.46	2.26	0.66	230
3431	29.76	12.1	2.24	4.36	2.25	0.76	288
3432	31.81	10.01	2.53	4.14	2.43	0.63	174
3433	31.54	10.39	2.35	4.12	2.39	0.75	107
3434	34.4	5.54	5.09	3.53	2.58	1.33	388
3435	30.17	10.25	3.57	4.64	2.39	0.72	91
3436	28.28	12.04	4.73	4.17	2.20	1.19	308
3437	29.33	11.9	2.87	4.32	2.23	0.71	113
3438	31.37	9.52	3.33	4.34	2.40	0.79	167
3439	31.5	10.57	1.99	4.16	2.35	0.59	226
3440	25.58	15.06	2.21	5.85	2.00	0.74	286
3441	33.98	6.13	5.09	3.58	2.58	1.3	276
3442	33.14	5.48	6.93	3.44	2.48	1.66	268
3443	34.33	6.45	4.02	3.76	2.53	0.88	250
3444	33.35	6.96	4.58	3.93	2.44	1.03	284
3445	34.44	6.02	4.7	3.68	2.54	1.12	191
3446	34.08	6.69	4.06	3.75	2.58	1.04	230
3447	35.02	4.47	5.48	3.52	2.60	1.42	242
3448	32.71	4.53	9.16	3.3	2.45	2.34	309
3449	35.19	3.82	6.3	3.39	2.60	1.69	373
3450	34.22	4.87	6.38	3.32	2.54	1.63	231
3451	36.21	3.89	4.99	3.38	2.62	1.34	237
3452	33.47	4.87	7.37	3.26	2.52	2.01	224
3453	35.13	4.14	6.21	3.36	2.63	1.63	322
3454	33.23	6.35	5.55	3.62	2.50	1.45	244
3455	35.33	4.12	5.9	3.24	2.63	1.59	224
3456	35.25	5.38	4.15	3.6	2.66	1.03	272
3457	33.2	6.03	6.17	3.7	2.70	1.42	305
3458	33.93	5.42	6.15	3.57	2.66	1.33	236
3459	32.87	7.55	4.78	3.52	2.47	1.11	224
3460	34.27	5.05	6.12	3.5	2.70	1.48	300
3461	34.04	5.53	6.02	3.46	2.72	1.34	305
3462	32.32	9.46	2.4	4.23	2.44	0.46	239
3463	32.88	8.11	3.64	4.03	2.44	0.65	212
3464	29.83	8.09	8.97	3.12	2.34	2.26	189
3465	31.57	6.14	7.93	3.47	2.41	1.9	198
3466	30.24	9.46	5.96	3.56	2.35	1.34	263
3467	29.36	9.69	6.22	3.95	2.34	1.57	243
3468	29.64	9.3	6.55	3.77	2.32	1.66	181
3469	33.26	6	6.42	3.55	2.61	1.34	198
3470	33.03	5.46	6.84	3.54	2.60	1.77	242
3471	33.12	5.59	6.74	3.57	2.66	1.67	151
3472	34.09	4.77	6.64	3.44	2.78	1.73	283
3473	34.66	5.47	5.39	3.35	2.75	1.09	254
3474	31.5	7.19	6.08	4.35	2.30	1.35	299
3475	30.59	8.47	5.82	3.96	2.22	1.54	268
3476	31.87	8.73	3.27	4.3	2.31	1.01	165
3477	29.61	9.08	6.46	3.96	2.14	1.62	205
3478	27.03	10.53	7.81	4.11	1.99	2.18	222
3479	32.29	8.18	4.88	3.7	2.54	1.05	280
3480	32.3	8.8	3.74	3.9	2.43	0.98	233
3481	30.65	10.33	4.11	3.82	2.32	0.92	92
3482	33.5	5.63	6.03	3.53	2.63	1.59	188
3483	33.53	5.9	5.59	3.75	2.62	1.46	267
3484	33.7	5.38	6.24	3.6	2.50	1.55	387
3485	34.73	4.84	5.72	3.53	2.66	1.44	275
3486	34.39	4.82	5.97	3.51	2.57	1.46	259
3487	35.13	2.88	7.73	3.25	2.60	2.18	226
3488	32.7	4.43	8.89	3.27	2.57	2.38	359
3489	34.05	4.06	7.87	3.23	2.62	2.1	250
3490	35.6	4.08	5.73	3.32	2.66	1.34	312
3491	31.52	6.04	8.52	3.56	2.31	1.84	294
3492	27.42	12.16	4.63	4.72	2.08	1.34	213
3493	32.09	8.56	3.91	3.91	2.45	1.22	212
3494	32.58	7.61	4.72	3.82	2.48	1.37	234
3495	33.12	7.64	4.41	3.54	2.43	1.17	224
3496	33.02	7.94	3.89	3.56	2.31	0.77	136
3497	33.1	8.14	3.51	3.6	2.30	0.66	87
3498	32.26	9.28	3.66	3.6	2.32	0.68	162
3499	33.23	7.71	3.32	3.84	2.34	0.66	168
3500	32.84	8.57	3.06	3.92	2.52	0.69	138
3501	30.24	9.97	4.28	4.4	2.47	0.88	168
3502	30.84	9.71	3.62	4.48	2.48	0.81	274
3503	26.96	13.46	3.23	5.1	2.23	0.75	323
3504	29.32	11.06	4.39	4.19	2.29	1.05	182
3505	34.03	7.58	2.55	4.07	2.56	0.58	361
3506	33.29	8.07	2.78	4.17	2.58	0.61	292
3507	31.32	9.12	4.56	3.93	2.30	0.97	270
3508	31.94	8.4	4.07	4.21	2.49	1.01	284
3509	33.72	7.17	3.57	4.04	2.53	0.59	370
3510	30.9	9.65	3.76	4.44	2.41	0.63	144
3511	33.75	7.48	2.85	4.29	2.58	0.67	181
3512	34.02	7.15	3.13	4.07	2.44	0.53	360
3513	34.25	7.06	2.91	4.15	2.48	0.54	316
3514	34.09	7.73	2.75	3.83	2.47	0.52	198
3515	36.54	4.87	2.98	3.77	2.65	0.6	243
3516	36.63	4.27	4.04	3.64	2.66	0.52	276
3517	33.82	7.34	3.52	3.94	2.60	0.6	282
3518	33.49	7.42	3.74	3.88	2.48	0.86	278
3519	30.34	10.21	3.13	4.68	2.23	0.79	264
3520	30.94	10.37	2.13	4.93	2.23	0.41	143
3521	33.57	7.29	4.08	3.98	2.40	0.78	34
3522	34.73	6.6	3.24	3.89	2.57	0.82	167
3523	32.65	8.14	3.4	4.4	2.48	0.65	369
3524	35.52	5.71	3.18	3.84	2.56	0.55	365
